"id","title","doi","pmid","altmetric_jid","issns","journal","cohorts.sci","cohorts.pub","cohorts.com","cohorts.doc","context.all.count","context.all.mean","context.all.rank","context.all.pct","context.all.higher_than","context.journal.count","context.journal.mean","context.journal.rank","context.journal.pct","context.journal.higher_than","context.similar_age_3m.count","context.similar_age_3m.mean","context.similar_age_3m.rank","context.similar_age_3m.pct","context.similar_age_3m.higher_than","context.similar_age_journal_3m.count","context.similar_age_journal_3m.mean","context.similar_age_journal_3m.rank","context.similar_age_journal_3m.pct","context.similar_age_journal_3m.higher_than","authors1","authors2","authors3","authors4","authors5","authors6","type","altmetric_id","schema","is_oa","cited_by_posts_count","cited_by_tweeters_count","cited_by_accounts_count","last_updated","score","history.1y","history.6m","history.3m","history.1m","history.1w","history.6d","history.5d","history.4d","history.3d","history.2d","history.1d","history.at","url","added_on","published_on","readers.citeulike","readers.mendeley","readers.connotea","readers_count","images.small","images.medium","images.large","details_url","cited_by_wikipedia_count","cited_by_fbwalls_count","cited_by_msm_count","cited_by_feeds_count","authors7","authors8","authors","authors9","authors10","authors11","cited_by_rdts_count","publisher_subjects.name","publisher_subjects.scheme","issns1","issns2","scopus_subjects","cited_by_videos_count","authors12","authors13","authors14","authors15","authors16","authors17","authors18","authors19","authors20","handles","handle","authors21","authors22","authors23","authors24","authors25","authors26","authors27","authors28","scopus_subjects1","scopus_subjects2","abstract","subjects","cited_by_rh_count","authors29","authors30","authors31","authors32","authors33","authors34","authors35","authors36","authors37","authors38","authors39","authors40","authors41","authors42","authors43","ads_id","cited_by_gplus_count","publisher_subjects.name1","publisher_subjects.name2","publisher_subjects.name3","publisher_subjects.name4","publisher_subjects.scheme1","publisher_subjects.scheme2","publisher_subjects.scheme3","publisher_subjects.scheme4","cited_by_qna_count","pmc","subjects1","subjects2","publisher_subjects.name5","publisher_subjects.scheme5","uri","handles1","handles2","abstract_source","cited_by_peer_review_sites_count","cited_by_weibo_count"
"nat481","Scaling and functional morphology in strigiform hind limbs","10.1038/srep44920","28327549","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","1","4",NA,NA,"15787841","8.9978965003411","2122248","86","13660861","82175","16.146019884635","18111","77","64019","267471","14.46492616742","53690","79","213635","3194","19.411782649546","757","76","2436","Meena A. Madan","Emily J. Rayfield","Jen A. Bright",NA,NA,NA,"article","18013533","1.5.4","FALSE","7","5","7","1490360400","9.08","0","0","0","0","0","0","0","0","0","0","0","9.08","http://dx.doi.org/10.1038/srep44920","1490193951","1490140800","0","20","0","20","https://badges.altmetric.com/?size=64&score=10&types=bttttttf","https://badges.altmetric.com/?size=100&score=10&types=bttttttf","https://badges.altmetric.com/?size=180&score=10&types=bttttttf","http://www.altmetric.com/details.php?citation_id=18013533",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strigiformes are an order of raptorial birds consisting exclusively of owls: the Tytonidae (barn owls) and the Strigidae (true owls), united by a suite of adaptations aiding a keen predatory lifestyle, including robust hind limb elements modified for grip strength. To assess variation in hind limb morphology, we analysed how the dimensions of the major hind limb elements in subfossil and modern species scaled with body mass. Comparing hind limb element length, midshaft width, and robusticity index (RI: ratio of midshaft width to maximum length) to body mass revealed that femoral and tibiotarsal width scale with isometry, whilst length scales with negative allometry, and close to elastic similarity in the tibiotarsus. In contrast, tarsometatarsus width shows strong positive allometry with body mass, whilst length shows strong negative allometry. Furthermore, the tarsometatarsi RI scales allometrically to mass(0.028), whilst a weak relationship exists in femora (mass(0.004)) and tibiotarsi (mass(0.004)). Our results suggest that tarsometatarsi play a more substantial functional role than tibiotarsi and femora. Given the scaling relationship between tarsometatarsal width and robusticity to body mass, it may be possible to infer the body mass of prehistoric owls by analysing tarsometatarsi, an element that is frequently preserved in the fossil record of owls.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017NatSR...744920M",NA,"Palaeontology","Skeleton",NA,NA,"npg","npg",NA,NA,NA,"PMC5361165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat482","Phylogeography of the Tyrrhenian red deer (Cervus elaphus corsicanus) resolved using ancient DNA of radiocarbon-dated subfossils","10.1038/s41598-017-02359-y","28539631","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","4","4",NA,NA,"13323590","8.027194726424","2975097","77","10336741","64227","15.554354311338","18205","71","45969","266647","13.227349392078","69771","73","196638","1214","19.362288540808","355","70","859","K. Doan","F. E. Zachos","B. Wilkens","J.-D. Vigne","N. Piotrowska","A. Stankovic","article","20548629","1.5.4","FALSE","12","8","12","1516082653","5.5","0","0","0","0","0","0","0","0","0","0","0","5.5","http://dx.doi.org/10.1038/s41598-017-02359-y","1495792610","1495584000","0","19","0","19","https://badges.altmetric.com/?size=64&score=6&types=tttttffg","https://badges.altmetric.com/?size=100&score=6&types=tttttffg","https://badges.altmetric.com/?size=180&score=6&types=tttttffg","http://www.altmetric.com/details.php?citation_id=20548629",NA,"3",NA,NA,"B. Jedrzejewska","K. Stefaniak",NA,"M. Niedzialkowska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"We present ancient mitochondrial DNA analyses of 31 complete cytochrome b gene sequences from subfossil red deer remains from the Tyrrhenian islands (Corsica and Sardinia) and mainland Italy in a European-wide phylogeographic framework. Tyrrhenian and North African red deer, both going back to human introductions, were previously the only red deer to harbour the mitochondrial B lineage whose origin, however, remained unknown. Our ancient Italian samples from the central part of the peninsula that were radiocarbon-dated to an age of ca. 6300 to 15 600<U+2009>cal BP all showed B haplotypes, closely related or even identical to those found on Sardinia. Genetic diversity in the mainland population was considerably higher than on the islands. Together with palaeontological evidence our genetic results identify the Italian Peninsula as the ultimate origin of the B lineage and thus the Tyrrhenian and North African red deer. This is in line with previous biogeographic findings that uncovered distinct intraspecific phylogeographic lineages in Italian mammals, underlining Italy's status as a hotspot of European mammalian diversity.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017NatSR...7.2331D","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat483","Dispersal of thermophilic beetles across the intercontinental Arctic forest belt during the early Eocene","10.1038/s41598-017-13207-4","29021627","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","6","8","1",NA,"15213844","8.7471052808853","1899927","87","13310971","78355","15.846498455727","16006","79","62320","279421","13.189386285877","50419","81","228910","124","15.671203252033","28","77","96","Adam J. Brunke","Stylianos Chatzimanolis","Brian D. Metscher","Karin Wolf-Schwenninger","Alexey Solodovnikov",NA,"article","27305404","1.5.4","FALSE","18","15","15","1515066966","9.65","0","0","0","0","0","0","0","0","0","0","0","9.65","http://dx.doi.org/10.1038/s41598-017-13207-4","1507728849","1507680000","0","25","0","25","https://badges.altmetric.com/?size=64&score=10&types=tttttttt","https://badges.altmetric.com/?size=100&score=10&types=tttttttt","https://badges.altmetric.com/?size=180&score=10&types=tttttttt","http://www.altmetric.com/details.php?citation_id=27305404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massive biotic change occurred during the Eocene as the climate shifted from warm and equable to seasonal and latitudinally stratified. Mild winter temperatures across Arctic intercontinental land bridges permitted dispersal of frost-intolerant groups until the Eocene-Oligocene boundary, while trans-Arctic dispersal in thermophilic groups may have been limited to the early Eocene, especially during short-lived hyperthermals. Some of these lineages are now disjunct between continents of the northern hemisphere. Although Eocene climate change may have been one of the most important drivers of these ancient patterns in modern animal and plant distributions, its particular events are rarely implicated or correlated with group-specific climatic requirements. Here we explored the climatic and geological drivers of a particularly striking Neotropical-Oriental disjunct distribution in the rove beetle Bolitogyrus, a suspected Eocene relict. We integrated evidence from Eocene fossils, distributional and climate data, paleoclimate, paleogeography, and phylogenetic divergence dating to show that intercontinental dispersal of Bolitogyrus ceased in the early Eocene, consistent with the termination of conditions required by thermophilic lineages. These results provide new insight into the poorly known and short-lived Arctic forest community of the Early Eocene and its surviving lineages.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017NatSR...712972B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat484","Detecting Photosymbiosis in Fossil Scleractinian Corals","10.1038/s41598-017-09008-4","28842582","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports",NA,"2",NA,NA,"14602028","8.5736909969992","3907403","72","10568746","75855","15.733320905951","25005","66","50546","268649","13.972753335219","84479","68","183000","198","19.267736040609","54","72","144","Chiara Tornabene","Rowan C. Martindale","Xingchen T. Wang","Morgan F. Schaller",NA,NA,"article","24303315","1.5.4","FALSE","4","2","4","1554804020","4","0","0","0","0","0","0","0","0","0","0","0","4","http://dx.doi.org/10.1038/s41598-017-09008-4","1503669516","1503619200","0","30","0","30","https://badges.altmetric.com/?size=64&score=4&types=ttttwwff","https://badges.altmetric.com/?size=100&score=4&types=ttttwwff","https://badges.altmetric.com/?size=180&score=4&types=ttttwwff","http://www.altmetric.com/details.php?citation_id=24303315","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The evolutionary success of reef-building corals is often attributed to photosymbiosis, a mutualistic relationship scleractinian corals developed with zooxanthellae; however, because zooxanthellae are not fossilized, it is difficult (and contentious) to determine whether ancient corals harbored symbionts. In this study, we analyze the d(15)N of skeletal organic matrix in a suite of modern and fossil scleractinian corals (zooxanthellate- and azooxanthellate-like) with varying levels of diagenetic alteration. Significantly, we report the first analyses that distinguish shallow-water zooxanthellate and deep-water azooxanthellate fossil corals. Early Miocene (18-20 Ma) corals exhibit the same nitrogen isotopic ratio offset identified in modern corals. These results suggest that the coral organic matrix d(15)N proxy can successfully be used to detect photosymbiosis in the fossil record. This proxy will significantly improve our ability to effectively define the evolutionary relationship between photosymbiosis and reef-building through space and time. For example, Late Triassic corals have symbiotic values, which tie photosymbiosis to major coral reef expansion. Furthermore, the early Miocene corals from Indonesia have low d(15)N values relative to modern corals, implying that the west Pacific was a nutrient-depleted environment and that oligotrophy may have facilitated the diversification of the reef builders in the Coral Triangle.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017NatSR...7.9465T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat485","Unlocking the biomineralization style and affinity of Paleozoic fusulinid foraminifera","10.1038/s41598-017-15666-1","29123221","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports",NA,NA,NA,NA,"16036325","9.1127540107039","5077140","48","7799879","84227","16.243244912498","32669","59","50372","324936","13.46708878391","119700","60","197516","13337","15.346389772046","4747","63","8430","Zofia Dubicka","Przemyslaw Gorzelak",NA,NA,NA,NA,"article","28655810","1.5.4","FALSE","3",NA,"3","1595202231","3","3","3","0","0","0","0","0","0","0","0","0","3","http://dx.doi.org/10.1038/s41598-017-15666-1","1510244837","1510185600","0","11","0","11","https://badges.altmetric.com/?size=64&score=3&types=wwwwwwww","https://badges.altmetric.com/?size=100&score=3&types=wwwwwwww","https://badges.altmetric.com/?size=180&score=3&types=wwwwwwww","http://www.altmetric.com/details.php?citation_id=28655810","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fusulinids are the most diverse, abundant and geographically widespread Paleozoic foraminifera which are widely considered to possess a ""homogeneously microgranular"" test microstructure composed of subangular grains of several micrometers in size. However, this texture appears to be a diagenetic artifact. Here we describe well-preserved Devonian calcareous fusulinids (Nanicella) from the Holy Cross Mountains (HCM) in central Poland. Foraminifera from Poland in which the primary nature of tests have not been masked by diagenesis are composed of low magnesium calcite spherical grains up to about 100 nanometers in diameter, identical to those observed in Recent and fossil hyaline foraminifera (Rotaliida, Globothalamea). These data call the paradigm of microgranular test microstructure of Foraminifera into question, and suggest a possible phylogenetic relationship between globothalamids and some fusulinids.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017NatSR...715218D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat486","Fungus-like mycelial fossils in 2.4-billion-year-old vesicular basalt","10.1038/s41559-017-0141","28812648","587df5117ac79e6d1450be41","2397-334X","Nature Ecology & Evolution","50","91","3",NA,"16251887","9.1877389342924","34684","99","16217213","1254","151.18169992019","108","91","1146","268834","14.179255731253","1338","99","267496","95","128.72074468085","6","93","89","Stefan Bengtson","Birger Rasmussen","Magnus Ivarsson","Janet Muhling","Curt Broman","Federica Marone","article","19520198","1.5.4","FALSE","222","145","207","1593750500","412.032","3","3","0","0","0","0","0","0","0","0","0","412.032","http://dx.doi.org/10.1038/s41559-017-0141","1493048978","1492992000","0","100","0","100","https://badges.altmetric.com/?size=64&score=413&types=mbvttwfg","https://badges.altmetric.com/?size=100&score=413&types=mbvttwfg","https://badges.altmetric.com/?size=180&score=413&types=mbvttwfg","http://www.altmetric.com/details.php?citation_id=19520198","6","11","38","3","Marco Stampanoni","Andrey Bekker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fungi have recently been found to comprise a significant part of the deep biosphere in oceanic sediments and crustal rocks. Fossils occupying fractures and pores in Phanerozoic volcanics indicate that this habitat is at least 400 million years old, but its origin may be considerably older. A 2.4-billion-year-old basalt from the Palaeoproterozoic Ongeluk Formation in South Africa contains filamentous fossils in vesicles and fractures. The filaments form mycelium-like structures growing from a basal film attached to the internal rock surfaces. Filaments branch and anastomose, touch and entangle each other. They are indistinguishable from mycelial fossils found in similar deep-biosphere habitats in the Phanerozoic, where they are attributed to fungi on the basis of chemical and morphological similarities to living fungi. The Ongeluk fossils, however, are two to three times older than current age estimates of the fungal clade. Unless they represent an unknown branch of fungus-like organisms, the fossils imply that the fungal clade is considerably older than previously thought, and that fungal origin and early evolution may lie in the oceanic deep biosphere rather than on land. The Ongeluk discovery suggests that life has inhabited submarine volcanics for more than 2.4 billion years.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat487","Mummified Oligocene fruits of Schima (Theaceae) and their systematic and biogeographic implications","10.1038/s41598-017-04349-6","28638066","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports",NA,"1",NA,NA,"11403395","7.2794680376599","3068042","72","8275176","48756","15.270938570403","16863","64","31588","263569","13.268517953621","88029","66","174313","3428","16.461395973154","1253","62","2158","Xiang-Gang Shi","Qiong-Yao Fu","Jian-Hua Jin","Cheng Quan",NA,NA,"article","21224503","1.5.4","FALSE","2","1","2","1498195840","3.25","0","0","0","0","0","0","0","0","0","0","0","3.25","http://dx.doi.org/10.1038/s41598-017-04349-6","1498056843","1498003200","0","4","0","4","https://badges.altmetric.com/?size=64&score=4&types=ttttwwww","https://badges.altmetric.com/?size=100&score=4&types=ttttwwww","https://badges.altmetric.com/?size=180&score=4&types=ttttwwww","http://www.altmetric.com/details.php?citation_id=21224503","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The genus Schima includes about 20 species and is distributed only in southern China and adjacent areas of Asia. The previous molecular phylogenetic analysis suggested Schima is in the tribe Gordoniae, along with Gordonia and Franklinia. However, because few fossils have been reported, the biogeographic origin of Schima is still poorly known. In this paper mummified fossil fruits of Schima are described from the upper Oligocene Yongning Formation of the Nanning Basin, Guangxi, South China. In gross morphology, the new fossil species, Schima kwangsiensis, is similar to the extant S. superba by its pentacarpellate, loculicidally dehiscent capsules, 5 imbricate sepals, pedicels with bracteoles and marginally winged seeds. Due to its excellent preservation, the new species may provide sufficient details for understanding the early evolutionary and phytogeographic history of the genus. Morphological clustering analysis shows that the new fossil species is closely related to two extant species (S. wallichii and S. superba) in the genus, implying that they may belong to an ancient taxon that occurs earlier than the others. More importantly, this discovery represents the earliest record of this genus in Asia and it explicitly moves the fossil record back to the late Oligocene in this region.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017NatSR...7.4009S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat488","Remarkable preservation of terpenoids and record of volatile signalling in plant-animal interactions from Miocene amber","10.1038/s41598-017-09385-w","28887448","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports",NA,"2",NA,NA,"12487503","7.7373532884179","945094","92","11530631","57322","15.269533748539","8345","85","48917","264001","13.286292037878","34611","86","229133","18","2.4558823529412","2","88","16","Suryendu Dutta","Rakesh C. Mehrotra","Swagata Paul","R. P. Tiwari","Sharmila Bhattacharya","Gaurav Srivastava","article","24973112","1.5.4","FALSE","4","2","4","1509737230","14","0","0","0","0","0","0","0","0","0","0","0","14","http://dx.doi.org/10.1038/s41598-017-09385-w","1504894409","1504828800","0","19","0","19","https://badges.altmetric.com/?size=64&score=14&types=mmttttww","https://badges.altmetric.com/?size=100&score=14&types=mmttttww","https://badges.altmetric.com/?size=180&score=14&types=mmttttww","http://www.altmetric.com/details.php?citation_id=24973112","1",NA,"1",NA,"V. Z. Ralte","C. Zoramthara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants produce and release a large array of volatile organic compounds that play many ecological functions. These volatile plant metabolites serve as pollinator attractants, herbivore and pathogen repellents and protect plants from abiotic stresses. To date, the geological evolution of these organic compounds remains unknown. The preservation potential of these metabolites in the fossil record is very poor due to their low boiling points. Here we report a series of volatile sesquiterpenoids, including d-elemene, a-copaene, ß-elemene, ß-caryophyllene, a-humulene, germacrene D, d-cadiene and spathunenol, from early Miocene (~17 million year) amber from eastern India. The survival of these unaltered bioterpenoids can be attributed to the existence of extraordinary taphonomic conditions conducive to the preservation of volatile biomolecules through deep time. Furthermore, the occurrence of these volatiles in the early Miocene amber suggests that the plants from this period had evolved metabolic pathways to synthesize these organic molecules to play an active role in forest ecology, especially in plant-animal interactions.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017NatSR...710940D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat489","New evidence for mammaliaform ear evolution and feeding adaptation in a Jurassic ecosystem","10.1038/nature23483","28792934","4f6fa50a3cf058f610003160",NA,"Nature","8","38","2",NA,"16341014","9.2117612364653","10934","99","16330200","76928","88.059339451688","1432","98","75495","274263","14.175812201471","350","99","273913","733","200.08375409836","35","95","698","Zhe-Xi Luo","Qing-Jin Meng","David M. Grossnickle","Di Liu","April I. Neander","Yu-Guang Zhang","article","23543606","1.5.4","FALSE","179","48","157","1597186800","788.926","11","8","0","0","0","0","0","0","0","0","0","788.926","http://dx.doi.org/10.1038/nature23483","1502298789","1502236800","0","56","0","56","https://badges.altmetric.com/?size=64&score=789&types=mmmbvtwf","https://badges.altmetric.com/?size=100&score=789&types=mmmbvtwf","https://badges.altmetric.com/?size=180&score=789&types=mmmbvtwf","http://www.altmetric.com/details.php?citation_id=23543606","5","4","93","5","Qiang Ji",NA,NA,NA,NA,NA,NA,NA,NA,"0028-0836","1476-4687","General","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stem mammaliaforms are forerunners to modern mammals, and they achieved considerable ecomorphological diversity in their own right. Recent discoveries suggest that eleutherodontids, a subclade of Haramiyida, were more species-rich during the Jurassic period in Asia than previously recognized. Here we report a new Jurassic eleutherodontid mammaliaform with an unusual mosaic of highly specialized characteristics, and the results of phylogenetic analyses that support the hypothesis that haramiyidans are stem mammaliaforms. The new fossil shows fossilized skin membranes that are interpreted to be for gliding and a mandibular middle ear with a unique character combination previously unknown in mammaliaforms. Incisor replacement is prolonged until well after molars are fully erupted, a timing pattern unique to most other mammaliaforms. In situ molar occlusion and a functional analysis reveal a new mode of dental occlusion: dual mortar-pestle occlusion of opposing upper and lower molars, probably for dual crushing and grinding. This suggests that eleutherodontids are herbivorous, and probably specialized for granivory or feeding on soft plant tissues. The inferred dietary adaptation of eleutherodontid gliders represents a remarkable evolutionary convergence with herbivorous gliders in Theria. These Jurassic fossils represent volant, herbivorous stem mammaliaforms associated with pre-angiosperm plants that appear long before the later, iterative associations between angiosperm plants and volant herbivores in various therian clades.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017Natur.548..326L",NA,"Palaeontology","Phylogenetics","Palaeoecology",NA,"npg","npg","npg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat490","Cretaceous origin of the unique prey-capture apparatus in mega-diverse genus: stem lineage of Steninae rove beetles discovered in Burmese amber","10.1038/srep45904","28397786","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","7","16","1",NA,"16039061","9.1142666033996","1089863","93","14948060","84244","16.233570860487","10250","87","73987","268393","14.385062155354","29850","88","238514","3182","18.665901917636","458","85","2724","Dagmara Zyla","Shûhei Yamamoto","Karin Wolf-Schwenninger","Alexey Solodovnikov",NA,NA,"article","18724220","1.5.4","FALSE","36","24","26","1595256810","18.8","5.1","5.1","0","0","0","0","0","0","0","0","0","18.8","http://dx.doi.org/10.1038/srep45904","1491913761","1491868800","0","12","0","12","https://badges.altmetric.com/?size=64&score=19&types=ttttttww","https://badges.altmetric.com/?size=100&score=19&types=ttttttww","https://badges.altmetric.com/?size=180&score=19&types=ttttttww","http://www.altmetric.com/details.php?citation_id=18724220","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stenus is the largest genus of rove beetles and the second largest among animals. Its evolutionary success was associated with the adhesive labial prey-capture apparatus, a unique apomorphy of that genus. Definite Stenus with prey-capture apparatus are known from the Cenozoic fossils, while the age and early evolution of Steninae was hardly ever hypothesized. Our study of several Cretaceous Burmese amber inclusions revealed a stem lineage of Steninae that possibly possesses the Stenus-like prey-capture apparatus. Phylogenetic analysis of extinct and extant taxa of Steninae and putatively allied subfamilies of Staphylinidae with parsimony and Bayesian approaches resolved the Burmese amber lineage as a member of Steninae. It justified the description of a new extinct stenine genus Festenus with two new species, F. robustus and F. gracilis. The Late Cretaceous age of Festenus suggests an early origin of prey-capture apparatus in Steninae that, perhaps, drove the evolution towards the crown Stenus. Our analysis confirmed the well-established sister relationships between Steninae and Euaesthetinae and resolved Scydmaeninae as their next closest relative, the latter having no stable position in recent phylogenetic studies of rove beetles. Close affiliation of Megalopsidiinae, a subfamily often considered as a sister group to Euaesthetinae<U+2009>+<U+2009>Steninae clade, is rejected.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017NatSR...745904Z",NA,"Palaeontology","Phylogenetics","Entomology",NA,"npg","npg","npg",NA,NA,"PMC5387741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat491","A large and distinct skin impression on the cast of a sauropod dinosaur footprint from Early Cretaceous floodplain deposits, Korea","10.1038/s41598-017-16576-y","29180663","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","11","80","2",NA,"16340420","9.2119063208826","223176","98","16117341","87118","16.240335433957","2633","96","84486","414878","12.091850249591","8863","97","406014","13350","15.41021544685","390","97","12960","In Sung Paik","Hyun Joo Kim","Hoil Lee","Seongyeong Kim",NA,NA,"article","29525065","1.5.4","FALSE","107","93","102","1565154194","100.68","0","0","0","0","0","0","0","0","0","0","0","100.68","http://dx.doi.org/10.1038/s41598-017-16576-y","1511801996","1511740800","0","18","0","18","https://badges.altmetric.com/?size=64&score=101&types=mbttttwf","https://badges.altmetric.com/?size=100&score=101&types=mbttttwf","https://badges.altmetric.com/?size=180&score=101&types=mbttttwf","http://www.altmetric.com/details.php?citation_id=29525065","1","3","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The occurrence and features of skin impressions in a sauropod footprint, the largest (>50<U+2009>cm in diameter) reported to date for this taxon, from the Lower Cretaceous Haman Formation (Albian) in Korea are described, and its preservation and paleoenvironmental implications are interpreted. The skin impression-bearing deposits are floodplain sediments formed by sheetflood processes. The large impression is preserved in silty mudstone with microbial lenses and wisps overlying a planar- to cross-laminated and fine-grained sandstone to siltstone bed. The paleoenvironment of the skin impression-bearing deposits is interpreted as a saline sandflat to mudflat where microbial mats can form around lakes or ponds under semi-arid paleoclimatic conditions with alternating wetting and drying intervals. These paleoenvironmental conditions would have permitted the distinct preservation of skin impressions in a dinosaur footprint. The observations here suggest that some sauropod dinosaurs in the Cretaceous had a well-developed polygonal skin texture covering nearly the whole of their foot pads, as seen in modern elephants, which would increase stability when walking on muddy and wet ground.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017NatSR...716339P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
