"id","title","doi","pmid","pmc","ads_id","altmetric_jid","issns","journal","cohorts.pub","cohorts.sci","cohorts.com","abstract","context.all.count","context.all.mean","context.all.rank","context.all.pct","context.all.higher_than","context.journal.count","context.journal.mean","context.journal.rank","context.journal.pct","context.journal.higher_than","context.similar_age_3m.count","context.similar_age_3m.mean","context.similar_age_3m.rank","context.similar_age_3m.pct","context.similar_age_3m.higher_than","context.similar_age_journal_3m.count","context.similar_age_journal_3m.mean","context.similar_age_journal_3m.rank","context.similar_age_journal_3m.pct","context.similar_age_journal_3m.higher_than","authors1","authors2","authors3","authors4","type","altmetric_id","schema","is_oa","cited_by_posts_count","cited_by_msm_count","cited_by_feeds_count","cited_by_tweeters_count","cited_by_fbwalls_count","cited_by_wikipedia_count","cited_by_gplus_count","cited_by_rdts_count","cited_by_videos_count","cited_by_accounts_count","last_updated","score","history.1y","history.6m","history.3m","history.1m","history.1w","history.6d","history.5d","history.4d","history.3d","history.2d","history.1d","history.at","url","added_on","published_on","readers.citeulike","readers.mendeley","readers.connotea","readers_count","images.small","images.medium","images.large","details_url","cohorts.doc","authors5","authors6","authors7","authors8","authors9","authors10","authors11","authors12","authors13","authors14","authors15","authors16","authors17","authors18","authors19","authors20","authors21","authors22","authors23","authors24","authors25","authors26","authors27","authors28","authors29","authors30","authors31","authors32","authors33","uri","cited_by_policies_count","cited_by_rh_count","issns1","issns2","scopus_subjects","authors34","authors35","authors36","authors37","authors38","authors39","authors40","authors41","subjects"
"sci86","Formation of the Isthmus of Panama","10.1126/sciadv.1600883","27540590",NA,"2016SciA....2E0883O","552536762a83eec8018b456b","2375-2548","Science Advances","81","45","1","The formation of the Isthmus of Panama stands as one of the greatest natural events of the Cenozoic, driving profound biotic transformations on land and in the oceans. Some recent studies suggest that the Isthmus formed many millions of years earlier than the widely recognized age of approximately 3 million years ago (Ma), a result that if true would revolutionize our understanding of environmental, ecological, and evolutionary change across the Americas. To bring clarity to the question of when the Isthmus of Panama formed, we provide an exhaustive review and reanalysis of geological, paleontological, and molecular records. These independent lines of evidence converge upon a cohesive narrative of gradually emerging land and constricting seaways, with formation of the Isthmus of Panama sensu stricto around 2.8 Ma. The evidence used to support an older isthmus is inconclusive, and we caution against the uncritical acceptance of an isthmus before the Pliocene.","16193846","9.1493008504083","61993","99","16132305","5482","119.39944280241","544","90","4938","267889","12.799909798124","2043","99","265846","132","114.58175572519","14","89","118","Aaron O’Dea","Harilaos A. Lessios","Anthony G. Coates","Ron I. Eytan","article","10637844","1.5.4","FALSE","202","19","5","127","12","4","7","1","3","178","1602581651","275.606","20.5","1","1","0","0","0","0","0","0","0","0","275.606","http://dx.doi.org/10.1126/sciadv.1600883","1471456107","1471392000","0","628","0","628","https://badges.altmetric.com/?size=64&score=276&types=mbvrtwfg","https://badges.altmetric.com/?size=100&score=276&types=mbvrtwfg","https://badges.altmetric.com/?size=180&score=276&types=mbvrtwfg","http://www.altmetric.com/details.php?citation_id=10637844",NA,"Sergio A. Restrepo-Moreno","Alberto L. Cione","Laurel S. Collins","Alan de Queiroz","David W. Farris","Richard D. Norris","Robert F. Stallard","Michael O. Woodburne","Orangel Aguilera","Marie-Pierre Aubry","William A. Berggren","Ann F. Budd","Mario A. Cozzuol","Simon E. Coppard","Herman Duque-Caro","Seth Finnegan","Germán M. Gasparini","Ethan L. Grossman","Kenneth G. Johnson","Lloyd D. Keigwin","Nancy Knowlton","Egbert G. Leigh","Jill S. Leonard-Pingel","Peter B. Marko","Nicholas D. Pyenson","Paola G. Rachello-Dolmen","Esteban Soibelzon","Leopoldo Soibelzon","Jonathan A. Todd","https://pubs.er.usgs.gov/publication/70176243",NA,NA,NA,NA,NA,"Geerat J. Vermeij","Jeremy B. C. Jackson",NA,NA,NA,NA,NA,NA,NA
"sci87","Inactivation of thermogenic UCP1 as a historical contingency in multiple placental mammal clades","10.1126/sciadv.1602878","28706989","PMC5507634","2017SciA....3E2878G","552536762a83eec8018b456b","2375-2548","Science Advances","11","17",NA,"Mitochondrial uncoupling protein 1 (UCP1) is essential for nonshivering thermogenesis in brown adipose tissue and is widely accepted to have played a key thermoregulatory role in small-bodied and neonatal placental mammals that enabled the exploitation of cold environments. We map ucp1 sequences from 133 mammals onto a species tree constructed from a ~51-kb sequence alignment and show that inactivating mutations have occurred in at least 8 of the 18 traditional placental orders, thereby challenging the physiological importance of UCP1 across Placentalia. Selection and timetree analyses further reveal that ucp1 inactivations temporally correspond with strong secondary reductions in metabolic intensity in xenarthrans and pangolins, or in six other lineages coincided with a ~30 million-year episode of global cooling in the Paleogene that promoted sharp increases in body mass and cladogenesis evident in the fossil record. Our findings also demonstrate that members of various lineages (for example, cetaceans, horses, woolly mammoths, Steller's sea cows) evolved extreme cold hardiness in the absence of UCP1-mediated thermogenesis. Finally, we identify ucp1 inactivation as a historical contingency that is linked to the current low species diversity of clades lacking functional UCP1, thus providing the first evidence for species selection related to the presence or absence of a single gene product.","16033924","9.1106630842553","630592","96","15403374","5323","118.41288199925","2725","48","2599","267920","14.336628197328","18652","93","249267","222","128.00442533937","124","44","98","Michael J. Gaudry","Martin Jastroch","Jason R. Treberg","Michael Hofreiter","article","21807183","1.5.4","FALSE","35","1","1","29","1","1",NA,NA,NA,"33","1600257391","35.066","3","3","3","0","0","0","0","0","0","0","0","35.066","http://dx.doi.org/10.1126/sciadv.1602878","1499883288","1499817600","0","48","0","48","https://badges.altmetric.com/?size=64&score=36&types=mbttttwf","https://badges.altmetric.com/?size=100&score=36&types=mbttttwf","https://badges.altmetric.com/?size=180&score=36&types=mbttttwf","http://www.altmetric.com/details.php?citation_id=21807183","1","Johanna L. A. Paijmans","James Starrett","Nathan Wales","Anthony V. Signore","Mark S. Springer","Kevin L. Campbell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci88","Self-organization in precipitation reactions far from the equilibrium","10.1126/sciadv.1601144","27551688",NA,"2016SciA....2E1144N","552536762a83eec8018b456b","2375-2548","Science Advances","2","1","1","Far from the thermodynamic equilibrium, many precipitation reactions create complex product structures with fascinating features caused by their unusual origins. Unlike the dissipative patterns in other self-organizing reactions, these features can be permanent, suggesting potential applications in materials science and engineering. We review four distinct classes of precipitation reactions, describe similarities and differences, and discuss related challenges for theoretical studies. These classes are hollow micro- and macrotubes in chemical gardens, polycrystalline silica carbonate aggregates (biomorphs), Liesegang bands, and propagating precipitation-dissolution fronts. In many cases, these systems show intricate structural hierarchies that span from the nanometer scale into the macroscopic world. We summarize recent experimental progress that often involves growth under tightly regulated conditions by means of wet stamping, holographic heating, and controlled electric, magnetic, or pH perturbations. In this research field, progress requires mechanistic insights that cannot be derived from experiments alone. We discuss how mesoscopic aspects of the product structures can be modeled by reaction-transport equations and suggest important targets for future studies that should also include materials features at the nanoscale.","15748787","8.9830945327387","4523022","71","11188364","5033","118.18256796502","4080","18","937","266938","12.810965718502","82339","68","183589","132","116.74248854962","110","15","21","Elias Nakouzi","Oliver Steinbock",NA,NA,"article","10716457","1.5.4","FALSE","6",NA,NA,"4","1",NA,NA,NA,NA,"5","1590912000","3.75","0.75","0.25","0","0","0","0","0","0","0","0","0","3.75","http://dx.doi.org/10.1126/sciadv.1601144","1471669041","1471564800","0","110","0","110","https://badges.altmetric.com/?size=64&score=4&types=ttttttff","https://badges.altmetric.com/?size=100&score=4&types=ttttttff","https://badges.altmetric.com/?size=180&score=4&types=ttttttff","http://www.altmetric.com/details.php?citation_id=10716457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci89","Evolution of vegetation and climate variability on the Tibetan Plateau over the past 1.74 million years","10.1126/sciadv.aay6193","32494698",NA,NA,"552536762a83eec8018b456b","2375-2548","Science Advances","2","2",NA,NA,"16109106","9.1189312598023","1120197","93","14985767","5389","118.83762138085","3330","38","2055","282232","20.355782178428","34773","87","247373","573","80.489132867133","331","42","242","Yan Zhao","Polychronis C. Tzedakis","Quan Li","Feng Qin","article","81555644","1.5.4","FALSE","6","2",NA,"4",NA,NA,NA,NA,NA,"6","1591094178","18.25","18.25","18.25","0","0","0","0","0","0","0","0","0","18.25","http://dx.doi.org/10.1126/sciadv.aay6193","1588838632","1588723200","0","25","0","25","https://badges.altmetric.com/?size=64&score=19&types=mmmttttt","https://badges.altmetric.com/?size=100&score=19&types=mmmttttt","https://badges.altmetric.com/?size=180&score=19&types=mmmttttt","http://www.altmetric.com/details.php?citation_id=81555644",NA,"Qiaoyu Cui","Chen Liang","H. John B. Birks","Yaoliang Liu","Zhiyong Zhang","Junyi Ge","Hui Zhao","Vivian A. Felde","Chenglong Deng","Maotang Cai","Huan Li","Weihe Ren","Haicheng Wei","Hanfei Yang","Jiawu Zhang","Zicheng Yu","Zhengtang Guo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci90","Integrated hearing and chewing modules decoupled in a Cretaceous stem therian mammal","10.1126/science.aay9220","31806694",NA,NA,"4f6fa4df3cf058f610001f6b",NA,"Science","62","13","1",NA,"16231583","9.1774702685117","53345","99","16178485","68696","52.787695611034","2335","96","66361","382559","12.660625959984","1864","99","380695","830","94.638940892642","58","93","772","Fangyuan Mao","Yaoming Hu","Chuankui Li","Yuanqing Wang","article","72240578","1.5.4","FALSE","122","30","2","78","2","3",NA,"1",NA,"116","1599567835","310.56","310.56","0.75","0.5","0","0","0","0","0","0","0","0","310.56","http://dx.doi.org/10.1126/science.aay9220","1575572681","1575504000","0","32","0","32","https://badges.altmetric.com/?size=64&score=311&types=mbrtttwf","https://badges.altmetric.com/?size=100&score=311&types=mbrtttwf","https://badges.altmetric.com/?size=180&score=311&types=mbrtttwf","http://www.altmetric.com/details.php?citation_id=72240578","2","Morgan Hill Chase","Andrew K. Smith","Jin Meng",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0036-8075","1095-9203","General",NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci91","The earliest human occupation of the high-altitude Tibetan Plateau 40 thousand to 30 thousand years ago","10.1126/science.aat8824","30498126",NA,"2018Sci...362.1049Z","4f6fa4df3cf058f610001f6b",NA,"Science","43","10","2",NA,"16246652","9.184669725588","44903","99","16201948","68761","52.789499011053","2003","97","66761","392706","12.608341431863","1640","99","391066","1145","119.8019527972","95","91","1050","X. L. Zhang","B. B. Ha","S. J. Wang","Z. J. Chen","article","51967725","1.5.4","FALSE","115","35","6","57","6","1","1",NA,NA,"106","1605380425","352.48","133.33","133.33","133.33","30","15","7","0","0","0","0","0","352.48","http://dx.doi.org/10.1126/science.aat8824","1543518472","1543449600","1","96","0","97","https://badges.altmetric.com/?size=64&score=353&types=mbtttwfg","https://badges.altmetric.com/?size=100&score=353&types=mbtttwfg","https://badges.altmetric.com/?size=180&score=353&types=mbtttwfg","http://www.altmetric.com/details.php?citation_id=51967725","2","J. Y. Ge","H. Long","W. He","W. Da","X. M. Nian","M. J. Yi","X. Y. Zhou","P. Q. Zhang","Y. S. Jin","O. Bar-Yosef","J. W. Olsen","X. Gao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0036-8075","1095-9203","General",NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci92","Merging paleobiology with conservation biology to guide the future of terrestrial ecosystems","10.1126/science.aah4787","28183912",NA,NA,"4f6fa4df3cf058f610001f6b",NA,"Science","204","94","5","Conservation of species and ecosystems is increasingly difficult because anthropogenic impacts are pervasive and accelerating. Under this rapid global change, maximizing conservation success requires a paradigm shift from maintaining ecosystems in idealized past states toward facilitating their adaptive and functional capacities, even as species ebb and flow individually. Developing effective strategies under this new paradigm will require deeper understanding of the long-term dynamics that govern ecosystem persistence and reconciliation of conflicts among approaches to conserving historical versus novel ecosystems. Integrating emerging information from conservation biology, paleobiology, and the Earth sciences is an important step forward on the path to success. Maintaining nature in all its aspects will also entail immediately addressing the overarching threats of growing human population, overconsumption, pollution, and climate change.","16239593","9.1807469871104","58646","99","16180994","68696","52.799137841182","2529","96","66167","360704","12.123507467362","2411","99","358293","963","91.097542619543","56","94","907","Anthony D. Barnosky","Elizabeth A. Hadly","Patrick Gonzalez","Jason Head","article","16272651","1.5.4","FALSE","371","9","5","303","11","1","2",NA,NA,"331","1605143627","288.802","2.75","2.75","2.75","1","0","0","0","0","0","0","0","288.802","http://dx.doi.org/10.1126/science.aah4787","1486668579","1486598400","0","511","0","511","https://badges.altmetric.com/?size=64&score=289&types=mbtttwfg","https://badges.altmetric.com/?size=100&score=289&types=mbtttwfg","https://badges.altmetric.com/?size=180&score=289&types=mbtttwfg","http://www.altmetric.com/details.php?citation_id=16272651",NA,"P. David Polly","A. Michelle Lawing","Jussi T. Eronen","David D. Ackerly","Ken Alex","Eric Biber","Jessica Blois","Justin Brashares","Gerardo Ceballos","Edward Davis","Gregory P. Dietl","Rodolfo Dirzo","Holly Doremus","Mikael Fortelius","Harry W. Greene","Jessica Hellmann","Thomas Hickler","Stephen T. Jackson","Melissa Kemp","Paul L. Koch","Claire Kremen","Emily L. Lindsey","Cindy Looy","Charles R. Marshall","Chase Mendenhall","Andreas Mulch","Alexis M. Mychajliw","Carsten Nowak","Uma Ramakrishnan",NA,NA,NA,"0036-8075","1095-9203","General","Jan Schnitzler","Kashish Das Shrestha","Katherine Solari","Lynn Stegner","M. Allison Stegner","Nils Chr. Stenseth","Marvalee H. Wake","Zhibin Zhang","science"
"sci93","New Jurassic mammaliaform sheds light on early evolution of mammal-like hyoid bones","10.1126/science.aau9345","31320539",NA,NA,"4f6fa4df3cf058f610001f6b",NA,"Science","71","8","2",NA,"16248301","9.185064354172","84114","99","16164208","68766","52.795263753363","3414","95","65353","261707","12.736028528196","2069","99","259638","944","100.28764793213","84","91","860","Chang-Fu Zhou","Bhart-Anjan S. Bhullar","April I. Neander","Thomas Martin","article","63727822","1.5.4","FALSE","127","19","4","83","2","2",NA,NA,NA,"110","1597186800","220.056","8","8","0","0","0","0","0","0","0","0","0","220.056","http://dx.doi.org/10.1126/science.aau9345","1563473238","1563408000","0","34","0","34","https://badges.altmetric.com/?size=64&score=221&types=mbttttwf","https://badges.altmetric.com/?size=100&score=221&types=mbttttwf","https://badges.altmetric.com/?size=180&score=221&types=mbttttwf","http://www.altmetric.com/details.php?citation_id=63727822","2","Zhe-Xi Luo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0036-8075","1095-9203","General",NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci95","On the origin of modern humans: Asian perspectives","10.1126/science.aai9067","29217544",NA,NA,"4f6fa4df3cf058f610001f6b",NA,"Science","1489","102","26","The traditional ""out of Africa"" model, which posits a dispersal of modern Homo sapiens across Eurasia as a single wave at ~60,000 years ago and the subsequent replacement of all indigenous populations, is in need of revision. Recent discoveries from archaeology, hominin paleontology, geochronology, genetics, and paleoenvironmental studies have contributed to a better understanding of the Late Pleistocene record in Asia. Important findings highlighted here include growing evidence for multiple dispersals predating 60,000 years ago in regions such as southern and eastern Asia. Modern humans moving into Asia met Neandertals, Denisovans, mid-Pleistocene Homo, and possibly H. floresiensis, with some degree of interbreeding occurring. These early human dispersals, which left at least some genetic traces in modern populations, indicate that later replacements were not wholesale.","16250634","9.1873501256158","5425","99","16245282","68781","52.7911124164","371","99","68410","412694","12.115835112298","208","99","412486","1011","109.21154257426","9","99","1002","Christopher J. Bae","Katerina Douka","Michael D. Petraglia",NA,"article","30128884","1.5.4","FALSE","1873","48","14","1627","22","4","6","2",NA,"1723","1604961201","1133.498","118.93","37.85","13.95","12.95","0","0","0","0","0","0","0","1133.498","http://dx.doi.org/10.1126/science.aai9067","1512671984","1512604800","1","375","0","376","https://badges.altmetric.com/?size=64&score=1134&types=mbrttwfg","https://badges.altmetric.com/?size=100&score=1134&types=mbrttwfg","https://badges.altmetric.com/?size=180&score=1134&types=mbrttwfg","http://www.altmetric.com/details.php?citation_id=30128884","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0036-8075","1095-9203","General",NA,NA,NA,NA,NA,NA,NA,NA,"science"
"sci96","Ancient DNA indicates human population shifts and admixture in northern and southern China","10.1126/science.aba0909","32409524",NA,NA,"4f6fa4df3cf058f610001f6b",NA,"Science","187","47","6",NA,"16250419","9.1870693846697","47153","99","16203174","68776","52.769379222101","2079","96","66698","280457","19.692194875488","2234","99","278223","951","228.73803157895","109","88","842","Melinda A. Yang","Xuechun Fan","Bo Sun","Chungyu Chen","article","82048535","1.5.4","FALSE","301","20","4","241","1","3",NA,"1",NA,"270","1605860588","340.34","340.34","164.43","133.48","4.7","3","3","3","3","3","3","3","340.34","http://dx.doi.org/10.1126/science.aba0909","1589480245","1589414400","0","86","0","86","https://badges.altmetric.com/?size=64&score=341&types=mbrtttwf","https://badges.altmetric.com/?size=100&score=341&types=mbrtttwf","https://badges.altmetric.com/?size=180&score=341&types=mbrtttwf","http://www.altmetric.com/details.php?citation_id=82048535","1","Jianfeng Lang","Ying-Chin Ko","Cheng-hwa Tsang","Hunglin Chiu","Tianyi Wang","Qingchuan Bao","Xiaohong Wu","Mateja Hajdinjak","Albert Min-Shan Ko","Manyu Ding","Peng Cao","Ruowei Yang","Feng Liu","Birgit Nickel","Qingyan Dai","Xiaotian Feng","Lizhao Zhang","Chengkai Sun","Chao Ning","Wen Zeng","Yongsheng Zhao","Ming Zhang","Xing Gao","Yinqiu Cui","David Reich","Mark Stoneking","Qiaomei Fu",NA,NA,NA,NA,NA,"0036-8075","1095-9203","General",NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci97","A high-resolution summary of Cambrian to Early Triassic marine invertebrate biodiversity","10.1126/science.aax4953","31949075",NA,NA,"4f6fa4df3cf058f610001f6b",NA,"Science","114","57","1",NA,"16250419","9.1870693846697","123041","99","16127423","68776","52.769379222101","4650","93","64126","313152","12.953365041146","3955","98","309197","811","97.495558024691","104","87","707","Jun-xuan Fan","Shu-zhong Shen","Douglas H. Erwin","Peter M. Sadler","article","74107810","1.5.4","FALSE","208","6","1","172","5","1",NA,"1",NA,"186","1605715853","164.23","164.23","1.5","1.5","0.5","0.5","0.5","0.5","0.5","0.5","0","0","164.23","http://dx.doi.org/10.1126/science.aax4953","1579203901","1579132800","0","71","0","71","https://badges.altmetric.com/?size=64&score=165&types=mbrtttwf","https://badges.altmetric.com/?size=100&score=165&types=mbrtttwf","https://badges.altmetric.com/?size=180&score=165&types=mbrtttwf","http://www.altmetric.com/details.php?citation_id=74107810",NA,"Norman MacLeod","Qiu-ming Cheng","Xu-dong Hou","Jiao Yang","Xiang-dong Wang","Yue Wang","Hua Zhang","Xu Chen","Guo-xiang Li","Yi-chun Zhang","Yu-kun Shi","Dong-xun Yuan","Qing Chen","Lin-na Zhang","Chao Li","Ying-ying Zhao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0036-8075","1095-9203","General",NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci98","Ecologically diverse clades dominate the oceans via extinction resistance","10.1126/science.aax6398","32108111",NA,NA,"4f6fa4df3cf058f610001f6b",NA,"Science","107","101","5",NA,"16199212","9.1568231030496","90047","99","16109299","68654","52.693459717711","3588","94","65066","256384","17.180210583384","3257","98","253127","892","138.91245791246","119","86","773","Matthew L. Knope","Andrew M. Bush","Luke O. Frishkoff","Noel A. Heim","article","76761431","1.5.4","FALSE","245","10","1","213",NA,NA,NA,NA,NA,"224","1585901924","207.98","207.98","0","0","0","0","0","0","0","0","0","0","207.98","http://dx.doi.org/10.1126/science.aax6398","1582841021","1582761600","0","99","0","99","https://badges.altmetric.com/?size=64&score=208&types=mbtttttt","https://badges.altmetric.com/?size=100&score=208&types=mbtttttt","https://badges.altmetric.com/?size=180&score=208&types=mbtttttt","http://www.altmetric.com/details.php?citation_id=76761431",NA,"Jonathan L. Payne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0036-8075","1095-9203","General",NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci99","DNA fragility in the parallel evolution of pelvic reduction in stickleback fish","10.1126/science.aan1425","30606845",NA,"2019Sci...363...81X","4f6fa4df3cf058f610001f6b",NA,"Science","511","581","10",NA,"16248698","9.1852285600433","26685","99","16222200","68767","52.699529796702","1392","97","67375","388914","12.568824199756","1011","99","387903","1153","115.06640104167","53","95","1100","Kathleen T. Xie","Guliang Wang","Abbey C. Thompson","Julia I. Wucherpfennig","article","53422362","1.5.4","FALSE","1201","3","3","1112","2",NA,"1","1",NA,"1123","1605612738","475.53","12.18","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0","0","0","475.53","http://dx.doi.org/10.1126/science.aan1425","1546543485","1546473600","0","211","0","211","https://badges.altmetric.com/?size=64&score=476&types=mbrttfg1","https://badges.altmetric.com/?size=100&score=476&types=mbrttfg1","https://badges.altmetric.com/?size=180&score=476&types=mbrttfg1","http://www.altmetric.com/details.php?citation_id=53422362","10","Thomas E. Reimchen","Andrew D. C. MacColl","Dolph Schluter","Michael A. Bell","Karen M. Vasquez","David M. Kingsley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0036-8075","1095-9203","General",NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci100","The nearshore cradle of early vertebrate diversification","10.1126/science.aar3689","30361374",NA,"2018Sci...362..460S","4f6fa4df3cf058f610001f6b",NA,"Science","182","131","11","Ancestral vertebrate habitats are subject to controversy and obscured by limited, often contradictory paleontological data. We assembled fossil vertebrate occurrence and habitat datasets spanning the middle Paleozoic (480 million to 360 million years ago) and found that early vertebrate clades, both jawed and jawless, originated in restricted, shallow intertidal-subtidal environments. Nearshore divergences gave rise to body plans with different dispersal abilities: Robust fishes shifted shoreward, whereas gracile groups moved seaward. Fresh waters were invaded repeatedly, but movement to deeper waters was contingent upon form and short-lived until the later Devonian. Our results contrast with the onshore-offshore trends, reef-centered diversification, and mid-shelf clustering observed for benthic invertebrates. Nearshore origins for vertebrates may be linked to the demands of their mobility and may have influenced the structure of their early fossil record and diversification.","16235851","9.1812921803237","34340","99","16202219","68697","52.5471462385","1654","97","67043","326222","13.947505813543","1221","99","325001","1243","120.81085185185","79","93","1164","Lauren Sallan","Matt Friedman","Robert S. Sansom","Charlotte M. Bird","article","50263768","1.5.4","FALSE","413","25","6","324","4","4","3",NA,"1","367","1599092109","413.984","3.85","3","3","0","0","0","0","0","0","0","0","413.984","http://dx.doi.org/10.1126/science.aar3689","1540490527","1540425600","1","72","0","73","https://badges.altmetric.com/?size=64&score=414&types=mbvttwfg","https://badges.altmetric.com/?size=100&score=414&types=mbvttwfg","https://badges.altmetric.com/?size=180&score=414&types=mbvttwfg","http://www.altmetric.com/details.php?citation_id=50263768",NA,"Ivan J. Sansom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0036-8075","1095-9203","General",NA,NA,NA,NA,NA,NA,NA,NA,"science"
"sci101","The earliest herbivorous marine reptile and its remarkable jaw apparatus","10.1126/sciadv.1501659","27386529","PMC4928886","2016SciA....2E1659C","552536762a83eec8018b456b","2375-2548","Science Advances","67","6","1","Newly discovered fossils of the Middle Triassic reptile Atopodentatus unicus call for a radical reassessment of its feeding behavior. The skull displays a pronounced hammerhead shape that was hitherto unknown. The long, straight anterior edges of both upper and lower jaws were lined with batteries of chisel-shaped teeth, whereas the remaining parts of the jaw rami supported densely packed needle-shaped teeth forming a mesh. The evidence indicates a novel feeding mechanism wherein the chisel-shaped teeth were used to scrape algae off the substrate, and the plant matter that was loosened was filtered from the water column through the more posteriorly positioned tooth mesh. This is the oldest record of herbivory within marine reptiles.","16116890","9.1412375662518","9906","99","16107028","5389","118.85051707498","129","97","5260","266252","12.502577748064","286","99","265966","128","200.24483464567","8","93","120","Li Chun","Olivier Rieppel","Cheng Long","Nicholas C. Fraser","article","7268206","1.5.4","FALSE","213","89","11","74","7","3","4","2","1","191","1581509904","816.992","0.5","0","0","0","0","0","0","0","0","0","0","816.992","http://dx.doi.org/10.1126/sciadv.1501659","1462778592","1462492800","0","46","0","46","https://badges.altmetric.com/?size=64&score=817&types=mbvrtwfg","https://badges.altmetric.com/?size=100&score=817&types=mbvrtwfg","https://badges.altmetric.com/?size=180&score=817&types=mbvrtwfg","http://www.altmetric.com/details.php?citation_id=7268206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci102","The anatomy, paleobiology, and evolutionary relationships of the largest extinct side-necked turtle","10.1126/sciadv.aay4593","32095528",NA,NA,"552536762a83eec8018b456b","2375-2548","Science Advances","509","53","6",NA,"16249957","9.1866312547486","4653","99","16245309","5538","119.4313314069","55","99","5483","316441","14.441620958159","253","99","316188","444","92.458031602709","3","99","441","Cadena, E.-A.","Scheyer, T. M.","Carrillo-Briceño, J. D.","Sánchez, R.","article","75931008","1.5.4","FALSE","734","95","10","573","14","2",NA,"2",NA,"696","1600973183","1227.326","1227.326","8.58","1.5","0","0","0","0","0","0","0","0","1227.326","http://dx.doi.org/10.1126/sciadv.aay4593","1581534125","1581465600","0","40","0","40","https://badges.altmetric.com/?size=64&score=1228&types=mbrtttwf","https://badges.altmetric.com/?size=100&score=1228&types=mbrtttwf","https://badges.altmetric.com/?size=180&score=1228&types=mbrtttwf","http://www.altmetric.com/details.php?citation_id=75931008","5","Aguilera-Socorro, O. A","Vanegas, A.","Pardo, M.","Hansen, D. M.","Sánchez-Villagra, M. R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
